"population_id","year","abundance","Trend","geometry"
14129,2002,"0.503","Fluctuating",c(-125.441985, 56.159482)
14129,2003,"0.456","Fluctuating",c(-125.441985, 56.159482)
14129,2004,"0.501","Fluctuating",c(-125.441985, 56.159482)
14129,2005,"0.455","Fluctuating",c(-125.441985, 56.159482)
14129,2006,"0.4","Fluctuating",c(-125.441985, 56.159482)
14129,2007,"0.428","Fluctuating",c(-125.441985, 56.159482)
14129,2008,"0.375","Fluctuating",c(-125.441985, 56.159482)
14129,2009,"0.419","Fluctuating",c(-125.441985, 56.159482)
14129,2010,"0.405","Fluctuating",c(-125.441985, 56.159482)
14129,2011,"0.368","Fluctuating",c(-125.441985, 56.159482)
14129,2012,"0.312","Fluctuating",c(-125.441985, 56.159482)
14129,2013,"0.333","Fluctuating",c(-125.441985, 56.159482)
14129,2014,"0.334","Fluctuating",c(-125.441985, 56.159482)
14199,1970,"0.228","Fluctuating",c(-114.807219, 55.142948)
14199,1971,"0.227","Fluctuating",c(-114.807219, 55.142948)
14199,1972,"0.226","Fluctuating",c(-114.807219, 55.142948)
14199,1973,"0.192","Fluctuating",c(-114.807219, 55.142948)
14199,1974,"0.209","Fluctuating",c(-114.807219, 55.142948)
14199,1975,"0.18","Fluctuating",c(-114.807219, 55.142948)
14199,1976,"0.175","Fluctuating",c(-114.807219, 55.142948)
14199,1977,"0.17","Fluctuating",c(-114.807219, 55.142948)
14199,1978,"0.175","Fluctuating",c(-114.807219, 55.142948)
14199,1979,"0.156","Fluctuating",c(-114.807219, 55.142948)
14199,1980,"0.185","Fluctuating",c(-114.807219, 55.142948)
14199,1981,"0.156","Fluctuating",c(-114.807219, 55.142948)
14199,1982,"0.141","Fluctuating",c(-114.807219, 55.142948)
14199,1983,"0.137","Fluctuating",c(-114.807219, 55.142948)
14199,1984,"0.131","Fluctuating",c(-114.807219, 55.142948)
14199,1985,"0.139","Fluctuating",c(-114.807219, 55.142948)
14199,1986,"0.126","Fluctuating",c(-114.807219, 55.142948)
14199,1987,"0.135","Fluctuating",c(-114.807219, 55.142948)
14199,1988,"0.118","Fluctuating",c(-114.807219, 55.142948)
14199,1989,"0.121","Fluctuating",c(-114.807219, 55.142948)
14199,1990,"0.109","Fluctuating",c(-114.807219, 55.142948)
14199,1991,"0.106","Fluctuating",c(-114.807219, 55.142948)
14199,1992,"0.108","Fluctuating",c(-114.807219, 55.142948)
14199,1993,"0.103","Fluctuating",c(-114.807219, 55.142948)
14199,1994,"0.102","Fluctuating",c(-114.807219, 55.142948)
14199,1995,"0.099","Fluctuating",c(-114.807219, 55.142948)
14199,1996,"0.101","Fluctuating",c(-114.807219, 55.142948)
14199,1997,"0.079","Fluctuating",c(-114.807219, 55.142948)
14199,1998,"0.079","Fluctuating",c(-114.807219, 55.142948)
14199,1999,"0.086","Fluctuating",c(-114.807219, 55.142948)
14199,2000,"0.073","Fluctuating",c(-114.807219, 55.142948)
14199,2001,"0.081","Fluctuating",c(-114.807219, 55.142948)
14199,2002,"0.068","Fluctuating",c(-114.807219, 55.142948)
14199,2003,"0.067","Fluctuating",c(-114.807219, 55.142948)
14199,2004,"0.065","Fluctuating",c(-114.807219, 55.142948)
14199,2005,"0.064","Fluctuating",c(-114.807219, 55.142948)
14199,2006,"0.056","Fluctuating",c(-114.807219, 55.142948)
14199,2007,"0.061","Fluctuating",c(-114.807219, 55.142948)
14199,2008,"0.062","Fluctuating",c(-114.807219, 55.142948)
14199,2009,"0.055","Fluctuating",c(-114.807219, 55.142948)
14199,2010,"0.05","Fluctuating",c(-114.807219, 55.142948)
14199,2011,"0.05","Fluctuating",c(-114.807219, 55.142948)
14199,2012,"0.047","Fluctuating",c(-114.807219, 55.142948)
14210,1976,"13.7","Decreasing",c(-60.79843, 53.003392)
14210,1977,"13.1","Decreasing",c(-60.79843, 53.003392)
14210,1978,"12.4","Decreasing",c(-60.79843, 53.003392)
14210,1979,"11.7","Decreasing",c(-60.79843, 53.003392)
14210,1980,"9.87","Decreasing",c(-60.79843, 53.003392)
14210,1981,"11","Decreasing",c(-60.79843, 53.003392)
14210,1982,"10.9","Decreasing",c(-60.79843, 53.003392)
14210,1983,"11.4","Decreasing",c(-60.79843, 53.003392)
14210,1984,"10.1","Decreasing",c(-60.79843, 53.003392)
14210,1985,"8.59","Decreasing",c(-60.79843, 53.003392)
14210,1986,"8.67","Decreasing",c(-60.79843, 53.003392)
14210,1987,"8.1","Decreasing",c(-60.79843, 53.003392)
14210,1988,"7.86","Decreasing",c(-60.79843, 53.003392)
14210,1989,"7.27","Decreasing",c(-60.79843, 53.003392)
14210,1990,"6.53","Decreasing",c(-60.79843, 53.003392)
14210,1991,"6.52","Decreasing",c(-60.79843, 53.003392)
14210,1992,"6.41","Decreasing",c(-60.79843, 53.003392)
14210,1993,"5.78","Decreasing",c(-60.79843, 53.003392)
14210,1994,"5.69","Decreasing",c(-60.79843, 53.003392)
14210,1995,"5.59","Decreasing",c(-60.79843, 53.003392)
14210,1996,"5.14","Decreasing",c(-60.79843, 53.003392)
14210,1997,"4.88","Decreasing",c(-60.79843, 53.003392)
14210,1998,"4.57","Decreasing",c(-60.79843, 53.003392)
14210,1999,"4.32","Decreasing",c(-60.79843, 53.003392)
14210,2000,"4.42","Decreasing",c(-60.79843, 53.003392)
14210,2001,"3.97","Decreasing",c(-60.79843, 53.003392)
14210,2002,"3.6","Decreasing",c(-60.79843, 53.003392)
14210,2003,"3.54","Decreasing",c(-60.79843, 53.003392)
14210,2004,"3.13","Decreasing",c(-60.79843, 53.003392)
14210,2005,"3.02","Decreasing",c(-60.79843, 53.003392)
14210,2006,"3.06","Decreasing",c(-60.79843, 53.003392)
14210,2007,"2.8","Decreasing",c(-60.79843, 53.003392)
14210,2008,"3.05","Decreasing",c(-60.79843, 53.003392)
14210,2009,"2.58","Decreasing",c(-60.79843, 53.003392)
14210,2010,"2.6","Decreasing",c(-60.79843, 53.003392)
14210,2011,"2.27","Decreasing",c(-60.79843, 53.003392)
14210,2012,"2.46","Decreasing",c(-60.79843, 53.003392)
14210,2013,"2.07","Decreasing",c(-60.79843, 53.003392)
14210,2014,"2.26","Decreasing",c(-60.79843, 53.003392)
14215,1970,"0.02","Fluctuating",c(-114.807219, 55.142948)
14215,1971,"0.021","Fluctuating",c(-114.807219, 55.142948)
14215,1972,"0.022","Fluctuating",c(-114.807219, 55.142948)
14215,1973,"0.022","Fluctuating",c(-114.807219, 55.142948)
14215,1974,"0.024","Fluctuating",c(-114.807219, 55.142948)
14215,1975,"0.024","Fluctuating",c(-114.807219, 55.142948)
14215,1976,"0.024","Fluctuating",c(-114.807219, 55.142948)
14215,1977,"0.025","Fluctuating",c(-114.807219, 55.142948)
14215,1978,"0.026","Fluctuating",c(-114.807219, 55.142948)
14215,1979,"0.027","Fluctuating",c(-114.807219, 55.142948)
14215,1980,"0.029","Fluctuating",c(-114.807219, 55.142948)
14215,1981,"0.028","Fluctuating",c(-114.807219, 55.142948)
14215,1982,"0.03","Fluctuating",c(-114.807219, 55.142948)
14215,1983,"0.032","Fluctuating",c(-114.807219, 55.142948)
14215,1984,"0.032","Fluctuating",c(-114.807219, 55.142948)
14215,1985,"0.034","Fluctuating",c(-114.807219, 55.142948)
14215,1986,"0.035","Fluctuating",c(-114.807219, 55.142948)
14215,1987,"0.036","Fluctuating",c(-114.807219, 55.142948)
14215,1988,"0.038","Fluctuating",c(-114.807219, 55.142948)
14215,1989,"0.039","Fluctuating",c(-114.807219, 55.142948)
14215,1990,"0.044","Fluctuating",c(-114.807219, 55.142948)
14215,1991,"0.045","Fluctuating",c(-114.807219, 55.142948)
14215,1992,"0.049","Fluctuating",c(-114.807219, 55.142948)
14215,1993,"0.048","Fluctuating",c(-114.807219, 55.142948)
14215,1994,"0.05","Fluctuating",c(-114.807219, 55.142948)
14215,1995,"0.054","Fluctuating",c(-114.807219, 55.142948)
14215,1996,"0.055","Fluctuating",c(-114.807219, 55.142948)
14215,1997,"0.064","Fluctuating",c(-114.807219, 55.142948)
14215,1998,"0.066","Fluctuating",c(-114.807219, 55.142948)
14215,1999,"0.067","Fluctuating",c(-114.807219, 55.142948)
14215,2000,"0.07","Fluctuating",c(-114.807219, 55.142948)
14215,2001,"0.077","Fluctuating",c(-114.807219, 55.142948)
14215,2002,"0.079","Fluctuating",c(-114.807219, 55.142948)
14215,2003,"0.088","Fluctuating",c(-114.807219, 55.142948)
14215,2004,"0.091","Fluctuating",c(-114.807219, 55.142948)
14215,2005,"0.099","Fluctuating",c(-114.807219, 55.142948)
14215,2006,"0.103","Fluctuating",c(-114.807219, 55.142948)
14215,2007,"0.116","Fluctuating",c(-114.807219, 55.142948)
14215,2008,"0.116","Fluctuating",c(-114.807219, 55.142948)
14215,2009,"0.128","Fluctuating",c(-114.807219, 55.142948)
14215,2010,"0.135","Fluctuating",c(-114.807219, 55.142948)
14215,2011,"0.143","Fluctuating",c(-114.807219, 55.142948)
14215,2012,"0.148","Fluctuating",c(-114.807219, 55.142948)
14215,2013,"0.156","Fluctuating",c(-114.807219, 55.142948)
14215,2014,"0.167","Fluctuating",c(-114.807219, 55.142948)
14279,1970,"0.431","Fluctuating",c(-97.404876, 55.443204)
14279,1971,"0.432","Fluctuating",c(-97.404876, 55.443204)
14279,1972,"0.446","Fluctuating",c(-97.404876, 55.443204)
14279,1973,"0.454","Fluctuating",c(-97.404876, 55.443204)
14279,1974,"0.46","Fluctuating",c(-97.404876, 55.443204)
14279,1975,"0.498","Fluctuating",c(-97.404876, 55.443204)
14279,1976,"0.487","Fluctuating",c(-97.404876, 55.443204)
14279,1977,"0.486","Fluctuating",c(-97.404876, 55.443204)
14279,1978,"0.494","Fluctuating",c(-97.404876, 55.443204)
14279,1979,"0.502","Fluctuating",c(-97.404876, 55.443204)
14279,1980,"0.532","Fluctuating",c(-97.404876, 55.443204)
14279,1981,"0.523","Fluctuating",c(-97.404876, 55.443204)
14279,1982,"0.535","Fluctuating",c(-97.404876, 55.443204)
14279,1983,"0.56","Fluctuating",c(-97.404876, 55.443204)
14279,1984,"0.567","Fluctuating",c(-97.404876, 55.443204)
14279,1985,"0.586","Fluctuating",c(-97.404876, 55.443204)
14279,1986,"0.577","Fluctuating",c(-97.404876, 55.443204)
14279,1987,"0.623","Fluctuating",c(-97.404876, 55.443204)
14279,1988,"0.6","Fluctuating",c(-97.404876, 55.443204)
14279,1989,"0.671","Fluctuating",c(-97.404876, 55.443204)
14279,1990,"0.636","Fluctuating",c(-97.404876, 55.443204)
14279,1991,"0.7","Fluctuating",c(-97.404876, 55.443204)
14279,1992,"0.691","Fluctuating",c(-97.404876, 55.443204)
14279,1993,"0.649","Fluctuating",c(-97.404876, 55.443204)
14279,1994,"0.698","Fluctuating",c(-97.404876, 55.443204)
14279,1995,"0.75","Fluctuating",c(-97.404876, 55.443204)
14279,1996,"0.743","Fluctuating",c(-97.404876, 55.443204)
14279,1997,"0.691","Fluctuating",c(-97.404876, 55.443204)
14279,1998,"0.707","Fluctuating",c(-97.404876, 55.443204)
14279,1999,"0.746","Fluctuating",c(-97.404876, 55.443204)
14279,2000,"0.846","Fluctuating",c(-97.404876, 55.443204)
14279,2001,"0.778","Fluctuating",c(-97.404876, 55.443204)
14279,2002,"0.788","Fluctuating",c(-97.404876, 55.443204)
14279,2003,"0.856","Fluctuating",c(-97.404876, 55.443204)
14279,2004,"0.875","Fluctuating",c(-97.404876, 55.443204)
14279,2005,"0.834","Fluctuating",c(-97.404876, 55.443204)
14279,2006,"0.994","Fluctuating",c(-97.404876, 55.443204)
14279,2007,"0.855","Fluctuating",c(-97.404876, 55.443204)
14279,2008,"0.865","Fluctuating",c(-97.404876, 55.443204)
14279,2009,"0.944","Fluctuating",c(-97.404876, 55.443204)
14279,2010,"0.904","Fluctuating",c(-97.404876, 55.443204)
14279,2011,"0.918","Fluctuating",c(-97.404876, 55.443204)
14279,2012,"0.955","Fluctuating",c(-97.404876, 55.443204)
14279,2013,"0.975","Fluctuating",c(-97.404876, 55.443204)
14279,2014,"1.08","Fluctuating",c(-97.404876, 55.443204)
14309,1970,"2.2","Fluctuating",c(-87.125633, 51.433288)
14309,1971,"2.54","Fluctuating",c(-87.125633, 51.433288)
14309,1972,"2.53","Fluctuating",c(-87.125633, 51.433288)
14309,1973,"2.43","Fluctuating",c(-87.125633, 51.433288)
14309,1974,"2.7","Fluctuating",c(-87.125633, 51.433288)
14309,1975,"2.43","Fluctuating",c(-87.125633, 51.433288)
14309,1976,"2.42","Fluctuating",c(-87.125633, 51.433288)
14309,1977,"3.08","Fluctuating",c(-87.125633, 51.433288)
14309,1978,"2.52","Fluctuating",c(-87.125633, 51.433288)
14309,1979,"3.16","Fluctuating",c(-87.125633, 51.433288)
14309,1980,"3.69","Fluctuating",c(-87.125633, 51.433288)
14309,1981,"3.6","Fluctuating",c(-87.125633, 51.433288)
14309,1982,"3.73","Fluctuating",c(-87.125633, 51.433288)
14309,1983,"3.8","Fluctuating",c(-87.125633, 51.433288)
14309,1984,"3.28","Fluctuating",c(-87.125633, 51.433288)
14309,1985,"3.25","Fluctuating",c(-87.125633, 51.433288)
14309,1986,"3.34","Fluctuating",c(-87.125633, 51.433288)
14309,1987,"3.87","Fluctuating",c(-87.125633, 51.433288)
14309,1988,"4.17","Fluctuating",c(-87.125633, 51.433288)
14309,1989,"3.96","Fluctuating",c(-87.125633, 51.433288)
14309,1990,"4.06","Fluctuating",c(-87.125633, 51.433288)
14309,1991,"4.14","Fluctuating",c(-87.125633, 51.433288)
14309,1992,"3.89","Fluctuating",c(-87.125633, 51.433288)
14309,1993,"3.9","Fluctuating",c(-87.125633, 51.433288)
14309,1994,"4.48","Fluctuating",c(-87.125633, 51.433288)
14309,1995,"4.4","Fluctuating",c(-87.125633, 51.433288)
14309,1996,"4.26","Fluctuating",c(-87.125633, 51.433288)
14309,1997,"4.23","Fluctuating",c(-87.125633, 51.433288)
14309,1998,"5.52","Fluctuating",c(-87.125633, 51.433288)
14309,1999,"4.43","Fluctuating",c(-87.125633, 51.433288)
14309,2000,"5.63","Fluctuating",c(-87.125633, 51.433288)
14309,2001,"5.59","Fluctuating",c(-87.125633, 51.433288)
14309,2002,"5.48","Fluctuating",c(-87.125633, 51.433288)
14309,2003,"5.44","Fluctuating",c(-87.125633, 51.433288)
14309,2004,"5.71","Fluctuating",c(-87.125633, 51.433288)
14309,2005,"5.83","Fluctuating",c(-87.125633, 51.433288)
14309,2006,"5.97","Fluctuating",c(-87.125633, 51.433288)
14309,2007,"5.67","Fluctuating",c(-87.125633, 51.433288)
14309,2008,"5.93","Fluctuating",c(-87.125633, 51.433288)
14309,2009,"5.69","Fluctuating",c(-87.125633, 51.433288)
14309,2010,"6.17","Fluctuating",c(-87.125633, 51.433288)
14309,2011,"6.39","Fluctuating",c(-87.125633, 51.433288)
14309,2012,"6.21","Fluctuating",c(-87.125633, 51.433288)
14309,2013,"6.18","Fluctuating",c(-87.125633, 51.433288)
14309,2014,"5.86","Fluctuating",c(-87.125633, 51.433288)
14312,1973,"0.639","Fluctuating",c(-136.036766, 63.748366)
14312,1974,"0.628","Fluctuating",c(-136.036766, 63.748366)
14312,1975,"0.627","Fluctuating",c(-136.036766, 63.748366)
14312,1976,"0.612","Fluctuating",c(-136.036766, 63.748366)
14312,1977,"0.614","Fluctuating",c(-136.036766, 63.748366)
14312,1978,"0.61","Fluctuating",c(-136.036766, 63.748366)
14312,1979,"0.608","Fluctuating",c(-136.036766, 63.748366)
14312,1980,"0.603","Fluctuating",c(-136.036766, 63.748366)
14312,1981,"0.6","Fluctuating",c(-136.036766, 63.748366)
14312,1982,"0.582","Fluctuating",c(-136.036766, 63.748366)
14312,1983,"0.587","Fluctuating",c(-136.036766, 63.748366)
14312,1984,"0.589","Fluctuating",c(-136.036766, 63.748366)
14312,1985,"0.583","Fluctuating",c(-136.036766, 63.748366)
14312,1986,"0.563","Fluctuating",c(-136.036766, 63.748366)
14312,1987,"0.609","Fluctuating",c(-136.036766, 63.748366)
14312,1988,"0.578","Fluctuating",c(-136.036766, 63.748366)
14312,1989,"0.608","Fluctuating",c(-136.036766, 63.748366)
14312,1990,"0.566","Fluctuating",c(-136.036766, 63.748366)
14312,1991,"0.534","Fluctuating",c(-136.036766, 63.748366)
14312,1992,"0.558","Fluctuating",c(-136.036766, 63.748366)
14312,1993,"0.583","Fluctuating",c(-136.036766, 63.748366)
14312,1994,"0.528","Fluctuating",c(-136.036766, 63.748366)
14312,1995,"0.595","Fluctuating",c(-136.036766, 63.748366)
14312,1996,"0.536","Fluctuating",c(-136.036766, 63.748366)
14312,1997,"0.505","Fluctuating",c(-136.036766, 63.748366)
14312,1998,"0.537","Fluctuating",c(-136.036766, 63.748366)
14312,1999,"0.599","Fluctuating",c(-136.036766, 63.748366)
14312,2000,"0.495","Fluctuating",c(-136.036766, 63.748366)
14312,2001,"0.529","Fluctuating",c(-136.036766, 63.748366)
14312,2002,"0.496","Fluctuating",c(-136.036766, 63.748366)
14312,2003,"0.503","Fluctuating",c(-136.036766, 63.748366)
14312,2004,"0.567","Fluctuating",c(-136.036766, 63.748366)
14312,2005,"0.52","Fluctuating",c(-136.036766, 63.748366)
14312,2006,"0.556","Fluctuating",c(-136.036766, 63.748366)
14312,2007,"0.465","Fluctuating",c(-136.036766, 63.748366)
14312,2008,"0.489","Fluctuating",c(-136.036766, 63.748366)
14312,2009,"0.538","Fluctuating",c(-136.036766, 63.748366)
14312,2010,"0.516","Fluctuating",c(-136.036766, 63.748366)
14312,2011,"0.501","Fluctuating",c(-136.036766, 63.748366)
14312,2012,"0.467","Fluctuating",c(-136.036766, 63.748366)
14312,2013,"0.478","Fluctuating",c(-136.036766, 63.748366)
14312,2014,"0.483","Fluctuating",c(-136.036766, 63.748366)
14334,1980,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,1981,"0.289","Fluctuating",c(-60.79843, 53.003392)
14334,1982,"0.294","Fluctuating",c(-60.79843, 53.003392)
14334,1983,"0.295","Fluctuating",c(-60.79843, 53.003392)
14334,1984,"0.303","Fluctuating",c(-60.79843, 53.003392)
14334,1985,"0.302","Fluctuating",c(-60.79843, 53.003392)
14334,1986,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,1987,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,1988,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,1989,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,1990,"0.3","Fluctuating",c(-60.79843, 53.003392)
14334,1991,"0.299","Fluctuating",c(-60.79843, 53.003392)
14334,1992,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,1993,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,1994,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,1995,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,1996,"0.299","Fluctuating",c(-60.79843, 53.003392)
14334,1997,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,1998,"0.299","Fluctuating",c(-60.79843, 53.003392)
14334,1999,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,2000,"0.297","Fluctuating",c(-60.79843, 53.003392)
14334,2001,"0.309","Fluctuating",c(-60.79843, 53.003392)
14334,2002,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,2003,"0.299","Fluctuating",c(-60.79843, 53.003392)
14334,2004,"0.292","Fluctuating",c(-60.79843, 53.003392)
14334,2005,"0.291","Fluctuating",c(-60.79843, 53.003392)
14334,2006,"0.298","Fluctuating",c(-60.79843, 53.003392)
14334,2007,"0.296","Fluctuating",c(-60.79843, 53.003392)
14334,2008,"0.303","Fluctuating",c(-60.79843, 53.003392)
14334,2009,"0.301","Fluctuating",c(-60.79843, 53.003392)
14334,2010,"0.286","Fluctuating",c(-60.79843, 53.003392)
14334,2011,"0.307","Fluctuating",c(-60.79843, 53.003392)
14334,2012,"0.306","Fluctuating",c(-60.79843, 53.003392)
14334,2013,"0.31","Fluctuating",c(-60.79843, 53.003392)
14334,2014,"0.297","Fluctuating",c(-60.79843, 53.003392)
14338,1970,"0.014","Fluctuating",c(-87.125633, 51.433288)
14338,1971,"0.014","Fluctuating",c(-87.125633, 51.433288)
14338,1972,"0.014","Fluctuating",c(-87.125633, 51.433288)
14338,1973,"0.016","Fluctuating",c(-87.125633, 51.433288)
14338,1974,"0.014","Fluctuating",c(-87.125633, 51.433288)
14338,1975,"0.014","Fluctuating",c(-87.125633, 51.433288)
14338,1976,"0.016","Fluctuating",c(-87.125633, 51.433288)
14338,1977,"0.017","Fluctuating",c(-87.125633, 51.433288)
14338,1978,"0.015","Fluctuating",c(-87.125633, 51.433288)
14338,1979,"0.015","Fluctuating",c(-87.125633, 51.433288)
14338,1980,"0.017","Fluctuating",c(-87.125633, 51.433288)
14338,1981,"0.018","Fluctuating",c(-87.125633, 51.433288)
14338,1982,"0.018","Fluctuating",c(-87.125633, 51.433288)
14338,1983,"0.02","Fluctuating",c(-87.125633, 51.433288)
14338,1984,"0.016","Fluctuating",c(-87.125633, 51.433288)
14338,1985,"0.017","Fluctuating",c(-87.125633, 51.433288)
14338,1986,"0.017","Fluctuating",c(-87.125633, 51.433288)
14338,1987,"0.018","Fluctuating",c(-87.125633, 51.433288)
14338,1988,"0.02","Fluctuating",c(-87.125633, 51.433288)
14338,1989,"0.018","Fluctuating",c(-87.125633, 51.433288)
14338,1990,"0.019","Fluctuating",c(-87.125633, 51.433288)
14338,1991,"0.019","Fluctuating",c(-87.125633, 51.433288)
14338,1992,"0.022","Fluctuating",c(-87.125633, 51.433288)
14338,1993,"0.023","Fluctuating",c(-87.125633, 51.433288)
14338,1994,"0.02","Fluctuating",c(-87.125633, 51.433288)
14338,1995,"0.02","Fluctuating",c(-87.125633, 51.433288)
14338,1996,"0.028","Fluctuating",c(-87.125633, 51.433288)
14338,1997,"0.03","Fluctuating",c(-87.125633, 51.433288)
14338,1998,"0.03","Fluctuating",c(-87.125633, 51.433288)
14338,1999,"0.027","Fluctuating",c(-87.125633, 51.433288)
14338,2000,"0.022","Fluctuating",c(-87.125633, 51.433288)
14338,2001,"0.022","Fluctuating",c(-87.125633, 51.433288)
14338,2002,"0.022","Fluctuating",c(-87.125633, 51.433288)
14338,2003,"0.041","Fluctuating",c(-87.125633, 51.433288)
14338,2004,"0.026","Fluctuating",c(-87.125633, 51.433288)
14338,2005,"0.028","Fluctuating",c(-87.125633, 51.433288)
14338,2006,"0.022","Fluctuating",c(-87.125633, 51.433288)
14338,2007,"0.024","Fluctuating",c(-87.125633, 51.433288)
14338,2008,"0.034","Fluctuating",c(-87.125633, 51.433288)
14338,2009,"0.035","Fluctuating",c(-87.125633, 51.433288)
14338,2010,"0.033","Fluctuating",c(-87.125633, 51.433288)
14338,2011,"0.028","Fluctuating",c(-87.125633, 51.433288)
14338,2012,"0.028","Fluctuating",c(-87.125633, 51.433288)
14338,2013,"0.025","Fluctuating",c(-87.125633, 51.433288)
14338,2014,"0.058","Fluctuating",c(-87.125633, 51.433288)
14370,1973,"0.136","Fluctuating",c(-136.036766, 63.748366)
14370,1974,"0.138","Fluctuating",c(-136.036766, 63.748366)
14370,1975,"0.139","Fluctuating",c(-136.036766, 63.748366)
14370,1976,"0.14","Fluctuating",c(-136.036766, 63.748366)
14370,1977,"0.141","Fluctuating",c(-136.036766, 63.748366)
14370,1978,"0.142","Fluctuating",c(-136.036766, 63.748366)
14370,1979,"0.143","Fluctuating",c(-136.036766, 63.748366)
14370,1980,"0.144","Fluctuating",c(-136.036766, 63.748366)
14370,1981,"0.145","Fluctuating",c(-136.036766, 63.748366)
14370,1982,"0.147","Fluctuating",c(-136.036766, 63.748366)
14370,1983,"0.148","Fluctuating",c(-136.036766, 63.748366)
14370,1984,"0.15","Fluctuating",c(-136.036766, 63.748366)
14370,1985,"0.149","Fluctuating",c(-136.036766, 63.748366)
14370,1986,"0.152","Fluctuating",c(-136.036766, 63.748366)
14370,1987,"0.15","Fluctuating",c(-136.036766, 63.748366)
14370,1988,"0.161","Fluctuating",c(-136.036766, 63.748366)
14370,1989,"0.154","Fluctuating",c(-136.036766, 63.748366)
14370,1990,"0.157","Fluctuating",c(-136.036766, 63.748366)
14370,1991,"0.158","Fluctuating",c(-136.036766, 63.748366)
14370,1992,"0.157","Fluctuating",c(-136.036766, 63.748366)
14370,1993,"0.157","Fluctuating",c(-136.036766, 63.748366)
14370,1994,"0.163","Fluctuating",c(-136.036766, 63.748366)
14370,1995,"0.166","Fluctuating",c(-136.036766, 63.748366)
14370,1996,"0.167","Fluctuating",c(-136.036766, 63.748366)
14370,1997,"0.165","Fluctuating",c(-136.036766, 63.748366)
14370,1998,"0.166","Fluctuating",c(-136.036766, 63.748366)
14370,1999,"0.173","Fluctuating",c(-136.036766, 63.748366)
14370,2000,"0.17","Fluctuating",c(-136.036766, 63.748366)
14370,2001,"0.174","Fluctuating",c(-136.036766, 63.748366)
14370,2002,"0.171","Fluctuating",c(-136.036766, 63.748366)
14370,2003,"0.173","Fluctuating",c(-136.036766, 63.748366)
14370,2004,"0.177","Fluctuating",c(-136.036766, 63.748366)
14370,2005,"0.172","Fluctuating",c(-136.036766, 63.748366)
14370,2006,"0.18","Fluctuating",c(-136.036766, 63.748366)
14370,2007,"0.178","Fluctuating",c(-136.036766, 63.748366)
14370,2008,"0.18","Fluctuating",c(-136.036766, 63.748366)
14370,2009,"0.183","Fluctuating",c(-136.036766, 63.748366)
14370,2010,"0.18","Fluctuating",c(-136.036766, 63.748366)
14370,2011,"0.178","Fluctuating",c(-136.036766, 63.748366)
14370,2012,"0.184","Fluctuating",c(-136.036766, 63.748366)
14370,2013,"0.192","Fluctuating",c(-136.036766, 63.748366)
14370,2014,"0.185","Fluctuating",c(-136.036766, 63.748366)
14396,1970,"0.127","Fluctuating",c(-97.404876, 55.443204)
14396,1971,"0.14","Fluctuating",c(-97.404876, 55.443204)
14396,1972,"0.143","Fluctuating",c(-97.404876, 55.443204)
14396,1973,"0.197","Fluctuating",c(-97.404876, 55.443204)
14396,1974,"0.14","Fluctuating",c(-97.404876, 55.443204)
14396,1975,"0.143","Fluctuating",c(-97.404876, 55.443204)
14396,1976,"0.15","Fluctuating",c(-97.404876, 55.443204)
14396,1977,"0.151","Fluctuating",c(-97.404876, 55.443204)
14396,1978,"0.147","Fluctuating",c(-97.404876, 55.443204)
14396,1979,"0.148","Fluctuating",c(-97.404876, 55.443204)
14396,1980,"0.169","Fluctuating",c(-97.404876, 55.443204)
14396,1981,"0.152","Fluctuating",c(-97.404876, 55.443204)
14396,1982,"0.162","Fluctuating",c(-97.404876, 55.443204)
14396,1983,"0.197","Fluctuating",c(-97.404876, 55.443204)
14396,1984,"0.176","Fluctuating",c(-97.404876, 55.443204)
14396,1985,"0.174","Fluctuating",c(-97.404876, 55.443204)
14396,1986,"0.171","Fluctuating",c(-97.404876, 55.443204)
14396,1987,"0.2","Fluctuating",c(-97.404876, 55.443204)
14396,1988,"0.178","Fluctuating",c(-97.404876, 55.443204)
14396,1989,"0.269","Fluctuating",c(-97.404876, 55.443204)
14396,1990,"0.288","Fluctuating",c(-97.404876, 55.443204)
14396,1991,"0.324","Fluctuating",c(-97.404876, 55.443204)
14396,1992,"0.29","Fluctuating",c(-97.404876, 55.443204)
14396,1993,"0.192","Fluctuating",c(-97.404876, 55.443204)
14396,1994,"0.238","Fluctuating",c(-97.404876, 55.443204)
14396,1995,"0.206","Fluctuating",c(-97.404876, 55.443204)
14396,1996,"0.235","Fluctuating",c(-97.404876, 55.443204)
14396,1997,"0.236","Fluctuating",c(-97.404876, 55.443204)
14396,1998,"0.221","Fluctuating",c(-97.404876, 55.443204)
14396,1999,"0.211","Fluctuating",c(-97.404876, 55.443204)
