"population_id","year","abundance","Trend","geometry"
4651,1995,"205750","Increasing",c(-1.86806, 57.59361)
4651,1996,"238600","Increasing",c(-1.86806, 57.59361)
4651,1997,"239000","Increasing",c(-1.86806, 57.59361)
4651,1998,"237000","Increasing",c(-1.86806, 57.59361)
4651,1999,"212500","Increasing",c(-1.86806, 57.59361)
4651,2000,"243000","Increasing",c(-1.86806, 57.59361)
4830,1984,"1.3","Fluctuating",c(-89.40861, 43.06917)
4830,1985,"1.4","Fluctuating",c(-89.40861, 43.06917)
4830,1986,"1.36","Fluctuating",c(-89.40861, 43.06917)
4830,1987,"1.45","Fluctuating",c(-89.40861, 43.06917)
4830,1988,"1.43","Fluctuating",c(-89.40861, 43.06917)
4830,1989,"1.32","Fluctuating",c(-89.40861, 43.06917)
4830,1990,"1.5","Fluctuating",c(-89.40861, 43.06917)
4830,1991,"1.3","Fluctuating",c(-89.40861, 43.06917)
4830,1992,"1.35","Fluctuating",c(-89.40861, 43.06917)
4830,1993,"1.35","Fluctuating",c(-89.40861, 43.06917)
4830,1994,"1.25","Fluctuating",c(-89.40861, 43.06917)
4830,1995,"1.25","Fluctuating",c(-89.40861, 43.06917)
4830,1996,"1.3","Fluctuating",c(-89.40861, 43.06917)
4830,1997,"1.25","Fluctuating",c(-89.40861, 43.06917)
4830,1998,"1.31","Fluctuating",c(-89.40861, 43.06917)
4830,1999,"1.28","Fluctuating",c(-89.40861, 43.06917)
4830,2000,"1.4","Fluctuating",c(-89.40861, 43.06917)
4830,2001,"1.25","Fluctuating",c(-89.40861, 43.06917)
4830,2002,"1.6","Fluctuating",c(-89.40861, 43.06917)
4830,2003,"1.39","Fluctuating",c(-89.40861, 43.06917)
4830,2004,"1.3","Fluctuating",c(-89.40861, 43.06917)
4830,2005,"1.4","Fluctuating",c(-89.40861, 43.06917)
4843,1987,"2.75","Fluctuating",c(-89.40861, 43.06917)
4843,1988,"1.5","Fluctuating",c(-89.40861, 43.06917)
4843,1989,"2.3","Fluctuating",c(-89.40861, 43.06917)
4843,1990,"2","Fluctuating",c(-89.40861, 43.06917)
4843,1991,"2.1","Fluctuating",c(-89.40861, 43.06917)
4843,1992,"2.4","Fluctuating",c(-89.40861, 43.06917)
4843,1993,"3","Fluctuating",c(-89.40861, 43.06917)
4843,1994,"2.5","Fluctuating",c(-89.40861, 43.06917)
4843,1995,"2.5","Fluctuating",c(-89.40861, 43.06917)
4843,1996,"4","Fluctuating",c(-89.40861, 43.06917)
4843,1997,"2.5","Fluctuating",c(-89.40861, 43.06917)
4843,1998,"2.4","Fluctuating",c(-89.40861, 43.06917)
4843,1999,"2","Fluctuating",c(-89.40861, 43.06917)
4843,2000,"2.4","Fluctuating",c(-89.40861, 43.06917)
4843,2001,"1.5","Fluctuating",c(-89.40861, 43.06917)
4843,2002,"1.5","Fluctuating",c(-89.40861, 43.06917)
4843,2003,"1.25","Fluctuating",c(-89.40861, 43.06917)
4843,2004,"1.5","Fluctuating",c(-89.40861, 43.06917)
4843,2005,"1.45","Fluctuating",c(-89.40861, 43.06917)
4887,1980,"57","Decreasing",c(-73.11667, -39.63333)
4887,1981,"33","Decreasing",c(-73.11667, -39.63333)
4887,1982,"37","Decreasing",c(-73.11667, -39.63333)
4887,1983,"60","Decreasing",c(-73.11667, -39.63333)
4887,1984,"30","Decreasing",c(-73.11667, -39.63333)
4887,1985,"35","Decreasing",c(-73.11667, -39.63333)
4887,1986,"25","Decreasing",c(-73.11667, -39.63333)
4887,1987,"34","Decreasing",c(-73.11667, -39.63333)
4887,1988,"29","Decreasing",c(-73.11667, -39.63333)
4887,1989,"13","Decreasing",c(-73.11667, -39.63333)
4887,1990,"29","Decreasing",c(-73.11667, -39.63333)
4887,1991,"40","Decreasing",c(-73.11667, -39.63333)
4887,1992,"18","Decreasing",c(-73.11667, -39.63333)
4887,1993,"11","Decreasing",c(-73.11667, -39.63333)
4887,1994,"20","Decreasing",c(-73.11667, -39.63333)
4887,1995,"3","Decreasing",c(-73.11667, -39.63333)
4887,1996,"2","Decreasing",c(-73.11667, -39.63333)
4887,1997,"12","Decreasing",c(-73.11667, -39.63333)
4887,1998,"5","Decreasing",c(-73.11667, -39.63333)
4948,1975,"9.2575","Increasing",c(23.83333, 52.66667)
4948,1976,"13.179","Increasing",c(23.83333, 52.66667)
4948,1977,"11.5","Increasing",c(23.83333, 52.66667)
4948,1978,"10.9365","Increasing",c(23.83333, 52.66667)
4948,1979,"5.3475","Increasing",c(23.83333, 52.66667)
4948,1980,"9.2575","Increasing",c(23.83333, 52.66667)
4948,1981,"10.005","Increasing",c(23.83333, 52.66667)
4948,1982,"10.3845","Increasing",c(23.83333, 52.66667)
4948,1983,"9.637","Increasing",c(23.83333, 52.66667)
4948,1984,"13.179","Increasing",c(23.83333, 52.66667)
4948,1985,"11.684","Increasing",c(23.83333, 52.66667)
4948,1986,"9.637","Increasing",c(23.83333, 52.66667)
4948,1987,"11.5","Increasing",c(23.83333, 52.66667)
4948,1988,"11.5","Increasing",c(23.83333, 52.66667)
4948,1989,"7.958","Increasing",c(23.83333, 52.66667)
4948,1990,"18.4","Increasing",c(23.83333, 52.66667)
4948,1991,"16.353","Increasing",c(23.83333, 52.66667)
4948,1992,"15.4215","Increasing",c(23.83333, 52.66667)
4948,1993,"13.547","Increasing",c(23.83333, 52.66667)
4948,1994,"13.179","Increasing",c(23.83333, 52.66667)
4965,1975,"48.8475","Increasing",c(23.83333, 52.66667)
4965,1976,"43.875","Increasing",c(23.83333, 52.66667)
4965,1977,"32.5","Increasing",c(23.83333, 52.66667)
4965,1978,"23.985","Increasing",c(23.83333, 52.66667)
4965,1979,"21.125","Increasing",c(23.83333, 52.66667)
4965,1980,"36.7575","Increasing",c(23.83333, 52.66667)
4965,1981,"35.3275","Increasing",c(23.83333, 52.66667)
4965,1982,"28.9575","Increasing",c(23.83333, 52.66667)
4965,1983,"49.5625","Increasing",c(23.83333, 52.66667)
4965,1984,"35.36","Increasing",c(23.83333, 52.66667)
4965,1985,"19.695","Increasing",c(23.83333, 52.66667)
4965,1986,"18.98","Increasing",c(23.83333, 52.66667)
4965,1987,"18.2975","Increasing",c(23.83333, 52.66667)
4965,1988,"38.1875","Increasing",c(23.83333, 52.66667)
4965,1989,"56.68","Increasing",c(23.83333, 52.66667)
4965,1990,"68.055","Increasing",c(23.83333, 52.66667)
4965,1991,"31.07","Increasing",c(23.83333, 52.66667)
4965,1992,"58.11","Increasing",c(23.83333, 52.66667)
4965,1993,"49.5625","Increasing",c(23.83333, 52.66667)
4965,1994,"42.445","Increasing",c(23.83333, 52.66667)
4966,1975,"7.857","Increasing",c(23.83333, 52.66667)
4966,1976,"11.457","Increasing",c(23.83333, 52.66667)
4966,1977,"9","Increasing",c(23.83333, 52.66667)
4966,1978,"6.417","Increasing",c(23.83333, 52.66667)
4966,1979,"5.697","Increasing",c(23.83333, 52.66667)
4966,1980,"12.177","Increasing",c(23.83333, 52.66667)
4966,1981,"10.017","Increasing",c(23.83333, 52.66667)
4966,1982,"10.017","Increasing",c(23.83333, 52.66667)
4966,1983,"16.983","Increasing",c(23.83333, 52.66667)
4966,1984,"14.337","Increasing",c(23.83333, 52.66667)
4966,1985,"15.543","Increasing",c(23.83333, 52.66667)
4966,1986,"15.3","Increasing",c(23.83333, 52.66667)
4966,1987,"12.663","Increasing",c(23.83333, 52.66667)
4966,1988,"12.897","Increasing",c(23.83333, 52.66667)
4966,1989,"14.337","Increasing",c(23.83333, 52.66667)
4966,1990,"14.337","Increasing",c(23.83333, 52.66667)
4966,1991,"15.543","Increasing",c(23.83333, 52.66667)
4966,1992,"15.543","Increasing",c(23.83333, 52.66667)
4966,1993,"24.183","Increasing",c(23.83333, 52.66667)
4966,1994,"19.863","Increasing",c(23.83333, 52.66667)
5969,1971,"87.2","Increasing",c(-1, 55)
5969,1972,"111.2","Increasing",c(-1, 55)
5969,1973,"100","Increasing",c(-1, 55)
5969,1974,"106.5","Increasing",c(-1, 55)
5969,1975,"100.6","Increasing",c(-1, 55)
5969,1976,"118.3","Increasing",c(-1, 55)
5969,1977,"122.2","Increasing",c(-1, 55)
5969,1978,"117.8","Increasing",c(-1, 55)
5969,1979,"113.1","Increasing",c(-1, 55)
5969,1980,"114.7","Increasing",c(-1, 55)
5969,1981,"101.8","Increasing",c(-1, 55)
5969,1982,"99.9","Increasing",c(-1, 55)
5969,1983,"95.9","Increasing",c(-1, 55)
5969,1984,"115.4","Increasing",c(-1, 55)
5969,1985,"123.9","Increasing",c(-1, 55)
5969,1986,"148","Increasing",c(-1, 55)
5969,1987,"137.9","Increasing",c(-1, 55)
5969,1988,"158","Increasing",c(-1, 55)
5969,1989,"137.2","Increasing",c(-1, 55)
5969,1990,"143.8","Increasing",c(-1, 55)
5969,1991,"134","Increasing",c(-1, 55)
5987,1950,"104","Decreasing",c(7.5, 48.5)
5987,1951,"115","Decreasing",c(7.5, 48.5)
5987,1952,"122","Decreasing",c(7.5, 48.5)
5987,1953,"110","Decreasing",c(7.5, 48.5)
5987,1954,"98","Decreasing",c(7.5, 48.5)
5987,1955,"120","Decreasing",c(7.5, 48.5)
5987,1956,"132","Decreasing",c(7.5, 48.5)
5987,1957,"135","Decreasing",c(7.5, 48.5)
5987,1958,"132","Decreasing",c(7.5, 48.5)
5987,1959,"136","Decreasing",c(7.5, 48.5)
5987,1960,"144","Decreasing",c(7.5, 48.5)
5987,1961,"120","Decreasing",c(7.5, 48.5)
5987,1962,"88","Decreasing",c(7.5, 48.5)
5987,1963,"82","Decreasing",c(7.5, 48.5)
5987,1964,"70","Decreasing",c(7.5, 48.5)
5987,1965,"54","Decreasing",c(7.5, 48.5)
5987,1966,"57","Decreasing",c(7.5, 48.5)
5987,1967,"38","Decreasing",c(7.5, 48.5)
5987,1968,"40","Decreasing",c(7.5, 48.5)
5987,1969,"23","Decreasing",c(7.5, 48.5)
5987,1970,"23","Decreasing",c(7.5, 48.5)
5987,1971,"18","Decreasing",c(7.5, 48.5)
5987,1972,"15","Decreasing",c(7.5, 48.5)
5987,1973,"9","Decreasing",c(7.5, 48.5)
5987,1974,"8","Decreasing",c(7.5, 48.5)
5987,1975,"9","Decreasing",c(7.5, 48.5)
5987,1976,"6","Decreasing",c(7.5, 48.5)
5987,1977,"8","Decreasing",c(7.5, 48.5)
5987,1978,"9","Decreasing",c(7.5, 48.5)
5987,1979,"10","Decreasing",c(7.5, 48.5)
5987,1980,"10","Decreasing",c(7.5, 48.5)
5987,1981,"5","Decreasing",c(7.5, 48.5)
5987,1982,"5","Decreasing",c(7.5, 48.5)
5987,1983,"10","Decreasing",c(7.5, 48.5)
5987,1984,"9","Decreasing",c(7.5, 48.5)
5987,1985,"12","Decreasing",c(7.5, 48.5)
5987,1986,"13","Decreasing",c(7.5, 48.5)
5988,1950,"2","Increasing",c(-88.14139, 40.13306)
5988,1951,"1","Increasing",c(-88.14139, 40.13306)
5988,1952,"2","Increasing",c(-88.14139, 40.13306)
5988,1953,"2","Increasing",c(-88.14139, 40.13306)
5988,1954,"4","Increasing",c(-88.14139, 40.13306)
5988,1955,"5","Increasing",c(-88.14139, 40.13306)
5988,1956,"4","Increasing",c(-88.14139, 40.13306)
5988,1957,"4","Increasing",c(-88.14139, 40.13306)
5988,1958,"6","Increasing",c(-88.14139, 40.13306)
5988,1959,"10","Increasing",c(-88.14139, 40.13306)
5988,1960,"5","Increasing",c(-88.14139, 40.13306)
5988,1961,"9","Increasing",c(-88.14139, 40.13306)
5988,1962,"8","Increasing",c(-88.14139, 40.13306)
5988,1963,"10","Increasing",c(-88.14139, 40.13306)
5988,1964,"14","Increasing",c(-88.14139, 40.13306)
5988,1965,"12","Increasing",c(-88.14139, 40.13306)
5988,1966,"13","Increasing",c(-88.14139, 40.13306)
5988,1967,"7","Increasing",c(-88.14139, 40.13306)
5988,1968,"6","Increasing",c(-88.14139, 40.13306)
5988,1969,"9","Increasing",c(-88.14139, 40.13306)
5988,1970,"8","Increasing",c(-88.14139, 40.13306)
5988,1971,"6","Increasing",c(-88.14139, 40.13306)
5988,1972,"8","Increasing",c(-88.14139, 40.13306)
5988,1973,"7","Increasing",c(-88.14139, 40.13306)
5988,1974,"13","Increasing",c(-88.14139, 40.13306)
5988,1975,"8","Increasing",c(-88.14139, 40.13306)
5988,1976,"6","Increasing",c(-88.14139, 40.13306)
6043,1960,"118","Decreasing",c(17, 63)
6043,1961,"192","Decreasing",c(17, 63)
6043,1962,"213","Decreasing",c(17, 63)
6043,1963,"490","Decreasing",c(17, 63)
6043,1964,"300","Decreasing",c(17, 63)
6043,1965,"265","Decreasing",c(17, 63)
6043,1966,"217","Decreasing",c(17, 63)
6043,1967,"268","Decreasing",c(17, 63)
6043,1968,"229","Decreasing",c(17, 63)
6043,1969,"193","Decreasing",c(17, 63)
6043,1970,"125","Decreasing",c(17, 63)
6043,1971,"135","Decreasing",c(17, 63)
6043,1972,"101","Decreasing",c(17, 63)
6043,1973,"122","Decreasing",c(17, 63)
6043,1974,"196","Decreasing",c(17, 63)
6043,1975,"179","Decreasing",c(17, 63)
6043,1976,"174","Decreasing",c(17, 63)
6043,1977,"215","Decreasing",c(17, 63)
6058,1950,"12","Increasing",c(-5.277271, 51.698949)
6058,1951,"8","Increasing",c(-5.277271, 51.698949)
6058,1952,"10","Increasing",c(-5.277271, 51.698949)
6058,1953,"10","Increasing",c(-5.277271, 51.698949)
6058,1954,"10","Increasing",c(-5.277271, 51.698949)
6058,1955,"5","Increasing",c(-5.277271, 51.698949)
6058,1956,"4","Increasing",c(-5.277271, 51.698949)
6058,1957,"4","Increasing",c(-5.277271, 51.698949)
6058,1958,"3","Increasing",c(-5.277271, 51.698949)
6058,1959,"2","Increasing",c(-5.277271, 51.698949)
6058,1960,"3","Increasing",c(-5.277271, 51.698949)
6058,1961,"4","Increasing",c(-5.277271, 51.698949)
6058,1962,"15","Increasing",c(-5.277271, 51.698949)
6058,1963,"9","Increasing",c(-5.277271, 51.698949)
6058,1964,"13","Increasing",c(-5.277271, 51.698949)
6058,1965,"18","Increasing",c(-5.277271, 51.698949)
6058,1966,"30","Increasing",c(-5.277271, 51.698949)
6058,1967,"35","Increasing",c(-5.277271, 51.698949)
6058,1968,"40","Increasing",c(-5.277271, 51.698949)
6058,1969,"50","Increasing",c(-5.277271, 51.698949)
6058,1970,"53","Increasing",c(-5.277271, 51.698949)
6058,1971,"50","Increasing",c(-5.277271, 51.698949)
6058,1972,"47","Increasing",c(-5.277271, 51.698949)
6058,1973,"43","Increasing",c(-5.277271, 51.698949)
6058,1974,"40","Increasing",c(-5.277271, 51.698949)
6058,1975,"40","Increasing",c(-5.277271, 51.698949)
6058,1976,"40","Increasing",c(-5.277271, 51.698949)
6058,1977,"40","Increasing",c(-5.277271, 51.698949)
6058,1978,"40","Increasing",c(-5.277271, 51.698949)
6058,1979,"40","Increasing",c(-5.277271, 51.698949)
6216,1978,"2","Increasing",c(-109.16667, 31.83333)
6216,1979,"3.5","Increasing",c(-109.16667, 31.83333)
6216,1980,"5","Increasing",c(-109.16667, 31.83333)
6216,1981,"6.5","Increasing",c(-109.16667, 31.83333)
6216,1982,"12","Increasing",c(-109.16667, 31.83333)
6216,1983,"11","Increasing",c(-109.16667, 31.83333)
6216,1984,"11.5","Increasing",c(-109.16667, 31.83333)
6216,1985,"15.5","Increasing",c(-109.16667, 31.83333)
6216,1986,"15","Increasing",c(-109.16667, 31.83333)
6216,1987,"18.5","Increasing",c(-109.16667, 31.83333)
6218,1978,"0.5","Increasing",c(-109.16667, 31.83333)
6218,1979,"0","Increasing",c(-109.16667, 31.83333)
6218,1980,"0","Increasing",c(-109.16667, 31.83333)
6218,1981,"2.5","Increasing",c(-109.16667, 31.83333)
6218,1982,"5.5","Increasing",c(-109.16667, 31.83333)
6218,1983,"3.75","Increasing",c(-109.16667, 31.83333)
6218,1984,"1","Increasing",c(-109.16667, 31.83333)
6218,1985,"0.25","Increasing",c(-109.16667, 31.83333)
6218,1986,"4.5","Increasing",c(-109.16667, 31.83333)
6218,1987,"13","Increasing",c(-109.16667, 31.83333)
6290,1966,"21.875","Fluctuating",c(37.63333, 54.18333)
6290,1967,"7.35","Fluctuating",c(37.63333, 54.18333)
6290,1968,"24.975","Fluctuating",c(37.63333, 54.18333)
6290,1969,"11.7","Fluctuating",c(37.63333, 54.18333)
6290,1970,"15.9","Fluctuating",c(37.63333, 54.18333)
6290,1971,"3.125","Fluctuating",c(37.63333, 54.18333)
6290,1972,"17.925","Fluctuating",c(37.63333, 54.18333)
6290,1973,"15.25","Fluctuating",c(37.63333, 54.18333)
6290,1974,"18.425","Fluctuating",c(37.63333, 54.18333)
6290,1975,"17.825","Fluctuating",c(37.63333, 54.18333)
6290,1976,"20.725","Fluctuating",c(37.63333, 54.18333)
6290,1977,"22.075","Fluctuating",c(37.63333, 54.18333)
6290,1978,"6.625","Fluctuating",c(37.63333, 54.18333)
6290,1979,"13.225","Fluctuating",c(37.63333, 54.18333)
6375,1980,"0","Increasing",c(4.24861, 52.59917)
6375,1981,"0.2","Increasing",c(4.24861, 52.59917)
6375,1982,"0.1","Increasing",c(4.24861, 52.59917)
6375,1983,"0.1","Increasing",c(4.24861, 52.59917)
6375,1984,"0.3","Increasing",c(4.24861, 52.59917)
6375,1985,"0.3","Increasing",c(4.24861, 52.59917)
6375,1986,"0","Increasing",c(4.24861, 52.59917)
6375,1987,"0.4","Increasing",c(4.24861, 52.59917)
6375,1988,"0.2","Increasing",c(4.24861, 52.59917)
6375,1989,"0.5","Increasing",c(4.24861, 52.59917)
6375,1990,"1.2","Increasing",c(4.24861, 52.59917)
6375,1991,"0.3","Increasing",c(4.24861, 52.59917)
6375,1992,"1.3","Increasing",c(4.24861, 52.59917)
6375,1993,"1.1","Increasing",c(4.24861, 52.59917)
6375,1994,"1.4","Increasing",c(4.24861, 52.59917)
6375,1995,"2","Increasing",c(4.24861, 52.59917)
6375,1996,"2.4","Increasing",c(4.24861, 52.59917)
6375,1997,"1.8","Increasing",c(4.24861, 52.59917)
6375,1998,"1.7","Increasing",c(4.24861, 52.59917)
6375,1999,"1.5","Increasing",c(4.24861, 52.59917)
6375,2000,"1.7","Increasing",c(4.24861, 52.59917)
6375,2001,"2.4","Increasing",c(4.24861, 52.59917)
6375,2002,"1.7","Increasing",c(4.24861, 52.59917)
6375,2003,"1.6","Increasing",c(4.24861, 52.59917)
6450,1974,"3","Fluctuating",c(15.41667, 59.66667)
6450,1975,"0.75","Fluctuating",c(15.41667, 59.66667)
6450,1976,"0","Fluctuating",c(15.41667, 59.66667)
6450,1977,"0.55","Fluctuating",c(15.41667, 59.66667)
6450,1978,"3","Fluctuating",c(15.41667, 59.66667)
6450,1979,"0.2","Fluctuating",c(15.41667, 59.66667)
6450,1980,"0.15","Fluctuating",c(15.41667, 59.66667)
6450,1981,"0.7","Fluctuating",c(15.41667, 59.66667)
6450,1982,"0","Fluctuating",c(15.41667, 59.66667)
6450,1983,"0.1","Fluctuating",c(15.41667, 59.66667)
6450,1984,"0.75","Fluctuating",c(15.41667, 59.66667)
6450,1985,"2.5","Fluctuating",c(15.41667, 59.66667)
6450,1986,"0","Fluctuating",c(15.41667, 59.66667)
6450,1987,"0.2","Fluctuating",c(15.41667, 59.66667)
6450,1988,"3.85","Fluctuating",c(15.41667, 59.66667)
6450,1989,"2.45","Fluctuating",c(15.41667, 59.66667)
6450,1990,"0.35","Fluctuating",c(15.41667, 59.66667)
6450,1991,"0.55","Fluctuating",c(15.41667, 59.66667)
6450,1992,"0.9","Fluctuating",c(15.41667, 59.66667)
6459,1983,"5672","Decreasing",c(144.33167, -29.65528)
6459,1984,"47059","Decreasing",c(144.33167, -29.65528)
6459,1985,"18487","Decreasing",c(144.33167, -29.65528)
6459,1986,"3256","Decreasing",c(144.33167, -29.65528)
6459,1987,"1786","Decreasing",c(144.33167, -29.65528)
6459,1988,"3992","Decreasing",c(144.33167, -29.65528)
6459,1989,"2521","Decreasing",c(144.33167, -29.65528)
6459,1990,"7143","Decreasing",c(144.33167, -29.65528)
6459,1991,"7668","Decreasing",c(144.33167, -29.65528)
6459,1992,"7405","Decreasing",c(144.33167, -29.65528)
6459,1993,"10872","Decreasing",c(144.33167, -29.65528)
6459,1994,"10347","Decreasing",c(144.33167, -29.65528)
6459,1995,"5305","Decreasing",c(144.33167, -29.65528)
6459,1996,"2416","Decreasing",c(144.33167, -29.65528)
6459,1997,"3887","Decreasing",c(144.33167, -29.65528)
6459,1998,"473","Decreasing",c(144.33167, -29.65528)
6459,1999,"998","Decreasing",c(144.33167, -29.65528)
6459,2000,"473","Decreasing",c(144.33167, -29.65528)
6459,2001,"5200","Decreasing",c(144.33167, -29.65528)
6459,2002,"3519","Decreasing",c(144.33167, -29.65528)
6459,2003,"1261","Decreasing",c(144.33167, -29.65528)
6459,2004,"1155","Decreasing",c(144.33167, -29.65528)
6459,2005,"735","Decreasing",c(144.33167, -29.65528)
6459,2006,"735","Decreasing",c(144.33167, -29.65528)
6596,1994,"5","Fluctuating",c(-6.41667, 37)
6596,1995,"4","Fluctuating",c(-6.41667, 37)
6596,1996,"0","Fluctuating",c(-6.41667, 37)
6596,1997,"4","Fluctuating",c(-6.41667, 37)
6596,1998,"6","Fluctuating",c(-6.41667, 37)
6596,1999,"13","Fluctuating",c(-6.41667, 37)
6596,2000,"7","Fluctuating",c(-6.41667, 37)
6596,2001,"8","Fluctuating",c(-6.41667, 37)
6596,2002,"8","Fluctuating",c(-6.41667, 37)
6596,2003,"2","Fluctuating",c(-6.41667, 37)
6596,2004,"1","Fluctuating",c(-6.41667, 37)
6596,2005,"4","Fluctuating",c(-6.41667, 37)
6596,2006,"3","Fluctuating",c(-6.41667, 37)
6598,1994,"0","Increasing",c(-6.41667, 37)
6598,1995,"0","Increasing",c(-6.41667, 37)
6598,1996,"0","Increasing",c(-6.41667, 37)
6598,1997,"0","Increasing",c(-6.41667, 37)
6598,1998,"0","Increasing",c(-6.41667, 37)
6598,1999,"0","Increasing",c(-6.41667, 37)
6598,2000,"0","Increasing",c(-6.41667, 37)
6598,2001,"0","Increasing",c(-6.41667, 37)
6598,2002,"270","Increasing",c(-6.41667, 37)
6598,2003,"73","Increasing",c(-6.41667, 37)
6598,2004,"76","Increasing",c(-6.41667, 37)
6598,2005,"36","Increasing",c(-6.41667, 37)
6598,2006,"47","Increasing",c(-6.41667, 37)
6603,1994,"17","Increasing",c(-6.41667, 37)
6603,1995,"9","Increasing",c(-6.41667, 37)
6603,1996,"8","Increasing",c(-6.41667, 37)
6603,1997,"5","Increasing",c(-6.41667, 37)
6603,1998,"9","Increasing",c(-6.41667, 37)
6603,1999,"18","Increasing",c(-6.41667, 37)
6603,2000,"29","Increasing",c(-6.41667, 37)
6603,2001,"40","Increasing",c(-6.41667, 37)
6603,2002,"31","Increasing",c(-6.41667, 37)
6603,2003,"31","Increasing",c(-6.41667, 37)
6603,2004,"31","Increasing",c(-6.41667, 37)
6603,2005,"41","Increasing",c(-6.41667, 37)
6603,2006,"14","Increasing",c(-6.41667, 37)
6634,1999,"5523","Decreasing",c(-6.41667, 37)
6634,2000,"60690","Decreasing",c(-6.41667, 37)
6634,2001,"7225","Decreasing",c(-6.41667, 37)
6634,2002,"17338","Decreasing",c(-6.41667, 37)
6634,2003,"13853","Decreasing",c(-6.41667, 37)
6634,2004,"21845","Decreasing",c(-6.41667, 37)
6634,2005,"17929","Decreasing",c(-6.41667, 37)
6634,2006,"18803","Decreasing",c(-6.41667, 37)
6634,2007,"22351","Decreasing",c(-6.41667, 37)
6634,2008,"20538","Decreasing",c(-6.41667, 37)
6674,1983,"8","Increasing",c(9.01194, 42.2125)
6674,1984,"9","Increasing",c(9.01194, 42.2125)
6674,1985,"8","Increasing",c(9.01194, 42.2125)
6674,1986,"7","Increasing",c(9.01194, 42.2125)
6674,1987,"8","Increasing",c(9.01194, 42.2125)
6674,1988,"11","Increasing",c(9.01194, 42.2125)
6674,1989,"11","Increasing",c(9.01194, 42.2125)
6674,1990,"9","Increasing",c(9.01194, 42.2125)
6674,1991,"14","Increasing",c(9.01194, 42.2125)
6674,1992,"10","Increasing",c(9.01194, 42.2125)
6715,1990,"9280","Increasing",c(-6.26667, 34.85)
6715,1991,"15045","Increasing",c(-6.26667, 34.85)
6715,1992,"4247","Increasing",c(-6.26667, 34.85)
6715,1993,"12026","Increasing",c(-6.26667, 34.85)
6715,1994,"25980","Increasing",c(-6.26667, 34.85)
6715,1995,"12654","Increasing",c(-6.26667, 34.85)
6715,1996,"19575","Increasing",c(-6.26667, 34.85)
6715,1997,"19800","Increasing",c(-6.26667, 34.85)
6715,1998,"17100","Increasing",c(-6.26667, 34.85)
6715,1999,"12000","Increasing",c(-6.26667, 34.85)
6715,2000,"27000","Increasing",c(-6.26667, 34.85)
6717,1990,"6616","Increasing",c(-6.26667, 34.85)
6717,1991,"5560","Increasing",c(-6.26667, 34.85)
6717,1992,"2142","Increasing",c(-6.26667, 34.85)
6717,1993,"1417","Increasing",c(-6.26667, 34.85)
6717,1994,"3126","Increasing",c(-6.26667, 34.85)
6717,1995,"2076","Increasing",c(-6.26667, 34.85)
6717,1996,"6450","Increasing",c(-6.26667, 34.85)
6717,1997,"10150","Increasing",c(-6.26667, 34.85)
6717,1998,"50","Increasing",c(-6.26667, 34.85)
6717,1999,"8600","Increasing",c(-6.26667, 34.85)
6717,2000,"6000","Increasing",c(-6.26667, 34.85)
6717,2001,"12000","Increasing",c(-6.26667, 34.85)
6717,2002,"3100","Increasing",c(-6.26667, 34.85)
6717,2003,"6350","Increasing",c(-6.26667, 34.85)
6717,2004,"3500","Increasing",c(-6.26667, 34.85)
6717,2005,"13800","Increasing",c(-6.26667, 34.85)
6750,1992,"1392","Increasing",c(-6.26667, 34.85)
6750,1993,"1917","Increasing",c(-6.26667, 34.85)
6750,1994,"549","Increasing",c(-6.26667, 34.85)
6750,1995,"621","Increasing",c(-6.26667, 34.85)
6750,1996,"1793","Increasing",c(-6.26667, 34.85)
6750,1997,"335","Increasing",c(-6.26667, 34.85)
6750,1998,"1342","Increasing",c(-6.26667, 34.85)
6750,1999,"638","Increasing",c(-6.26667, 34.85)
6750,2000,"1000","Increasing",c(-6.26667, 34.85)
6750,2001,"1139","Increasing",c(-6.26667, 34.85)
6750,2002,"1132","Increasing",c(-6.26667, 34.85)
6750,2003,"1638","Increasing",c(-6.26667, 34.85)
6750,2004,"2220","Increasing",c(-6.26667, 34.85)
6750,2005,"160","Increasing",c(-6.26667, 34.85)
6750,2006,"15876","Increasing",c(-6.26667, 34.85)
6786,1986,"0","Increasing",c(3.10056, 39.79194)
6786,1987,"0","Increasing",c(3.10056, 39.79194)
6786,1988,"0","Increasing",c(3.10056, 39.79194)
6786,1989,"7","Increasing",c(3.10056, 39.79194)
6786,1990,"4","Increasing",c(3.10056, 39.79194)
6786,1991,"0","Increasing",c(3.10056, 39.79194)
6786,1992,"14","Increasing",c(3.10056, 39.79194)
6786,1993,"17","Increasing",c(3.10056, 39.79194)
6786,1994,"13","Increasing",c(3.10056, 39.79194)
6786,1995,"5","Increasing",c(3.10056, 39.79194)
6786,1996,"21","Increasing",c(3.10056, 39.79194)
6786,1997,"25","Increasing",c(3.10056, 39.79194)
6786,1998,"31","Increasing",c(3.10056, 39.79194)
6795,1986,"100","Increasing",c(3.10056, 39.79194)
6795,1987,"200","Increasing",c(3.10056, 39.79194)
6795,1988,"108","Increasing",c(3.10056, 39.79194)
6795,1989,"319","Increasing",c(3.10056, 39.79194)
6795,1990,"518","Increasing",c(3.10056, 39.79194)
6795,1991,"1320","Increasing",c(3.10056, 39.79194)
6795,1992,"1117","Increasing",c(3.10056, 39.79194)
6795,1993,"797","Increasing",c(3.10056, 39.79194)
